simFile,SimRuns,Protocol,simName,nodeCfg,Mobility-Model,Seed-Value,packetSize [Bytes],numPackets,SendIntervall [ms],simEndTime [s],Transmit Power [dBm],channel Nr,interferencePacketSize [Bytes],interferenceSendIntervall [ms],Interference Transmit Power [dBm],Interfence Channel,MPL Proactive,MPL Reactive,MPL Seed-Lifetime [Min],MPL Data Imin [ms],MPL Data Imax,MPL Data K,MPL Data Expirations,MPL Control Imin [ms],MPL Control Imax,MPL Control K,MPL Control Expirations,Flooding Hops,EnergyModel Enable,InitialBatteryEnergy [Joules]
Generic_Model,5,Mpl,Circle_10_Mpl_1D0C_battery,./examples/multicast/Circle_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,FALSE,30,1000,3,1,1,3000,3,1,0,,TRUE,40
Generic_Model,5,Mpl,Circle_10_Mpl_2D0C_battery,./examples/multicast/Circle_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,FALSE,30,1000,3,1,2,3000,3,1,0,,TRUE,40
Generic_Model,5,Mpl,Circle_10_Mpl_1D1C_battery,./examples/multicast/Circle_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,TRUE,30,1000,3,1,1,3000,3,1,1,,TRUE,40
Generic_Model,5,Mpl,Circle_10_Mpl_2D1C_battery,./examples/multicast/Circle_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,TRUE,30,1000,3,1,2,3000,3,1,1,,TRUE,40
Generic_Model,5,Mpl,Circle_10_Mpl_2D2C_battery,./examples/multicast/Circle_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,TRUE,30,1000,3,1,2,3000,3,1,2,,TRUE,40
Generic_Model,5,Flooding,Circle_10_Flooding_battery,./examples/multicast/Circle_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,,,,,,,,,,,,125,TRUE,40
Generic_Model,5,Mpl,Line_10_Mpl_2D0C_battery,./examples/multicast/Line_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,FALSE,30,1000,3,1,2,3000,3,1,0,,TRUE,40
Generic_Model,5,Mpl,Line_10_Mpl_1D1C_battery,./examples/multicast/Line_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,TRUE,30,1000,3,1,1,3000,3,1,1,,TRUE,40
Generic_Model,5,Mpl,Line_10_Mpl_2D1C_battery,./examples/multicast/Line_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,TRUE,30,1000,3,1,2,3000,3,1,1,,TRUE,40
Generic_Model,5,Mpl,Line_10_Mpl_2D2C_battery,./examples/multicast/Line_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,TRUE,30,1000,3,1,2,3000,3,1,2,,TRUE,40
Generic_Model,5,Flooding,Line_10_Flooding_battery,./examples/multicast/Line_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,,,,,,,,,,,,125,TRUE,40
Generic_Model,5,Mpl,Square_5x5_Mpl_1D0C_battery,./examples/multicast/Square_5x5.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,FALSE,30,1000,3,1,1,3000,3,1,0,,TRUE,40
Generic_Model,5,Mpl,Square_5x5_Mpl_2D0C_battery,./examples/multicast/Square_5x5.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,FALSE,30,1000,3,1,2,3000,3,1,0,,TRUE,40
Generic_Model,5,Mpl,Square_5x5_Mpl_1D1C_battery,./examples/multicast/Square_5x5.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,TRUE,30,1000,3,1,1,3000,3,1,1,,TRUE,40
Generic_Model,5,Mpl,Square_5x5_Mpl_2D1C_battery,./examples/multicast/Square_5x5.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,TRUE,30,1000,3,1,2,3000,3,1,1,,TRUE,40
Generic_Model,5,Mpl,Square_5x5_Mpl_2D2C_battery,./examples/multicast/Square_5x5.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,TRUE,30,1000,3,1,2,3000,3,1,2,,TRUE,40
Generic_Model,5,Flooding,Square_5x5_Flooding_battery,./examples/multicast/Square_5x5.csv,fixed,1234,20,60,60000,3800,0,11,,,,,,,,,,,,,,,,125,TRUE,40
Generic_Model,5,Mpl,RandomLine_10_Mpl_1D0C_battery,./examples/multicast/Random_Line_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,FALSE,30,1000,3,1,1,3000,3,1,0,,TRUE,40
Generic_Model,5,Mpl,RandomLine_10_Mpl_2D0C_battery,./examples/multicast/Random_Line_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,FALSE,30,1000,3,1,2,3000,3,1,0,,TRUE,40
Generic_Model,5,Mpl,RandomLine_10_Mpl_1D1C_battery,./examples/multicast/Random_Line_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,TRUE,30,1000,3,1,1,3000,3,1,1,,TRUE,40
Generic_Model,5,Mpl,RandomLine_10_Mpl_2D1C_battery,./examples/multicast/Random_Line_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,TRUE,30,1000,3,1,2,3000,3,1,1,,TRUE,40
Generic_Model,5,Mpl,RandomLine_10_Mpl_2D2C_battery,./examples/multicast/Random_Line_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,TRUE,30,1000,3,1,2,3000,3,1,2,,TRUE,40
Generic_Model,5,Flooding,RandomLine_10_Flooding_battery,./examples/multicast/Random_Line_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,,,,,,,,,,,,125,TRUE,40
Generic_Model,5,Mpl,RandomRectangle_10_Mpl_1D0C_battery,./examples/multicast/Random_Rectangle_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,FALSE,30,1000,3,1,1,3000,3,1,0,,TRUE,40
Generic_Model,5,Mpl,RandomRectangle_10_Mpl_2D0C_battery,./examples/multicast/Random_Rectangle_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,FALSE,30,1000,3,1,2,3000,3,1,0,,TRUE,40
Generic_Model,5,Mpl,RandomRectangle_10_Mpl_1D1C_battery,./examples/multicast/Random_Rectangle_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,TRUE,30,1000,3,1,1,3000,3,1,1,,TRUE,40
Generic_Model,5,Mpl,RandomRectangle_10_Mpl_2D1C_battery,./examples/multicast/Random_Rectangle_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,TRUE,30,1000,3,1,2,3000,3,1,1,,TRUE,40
Generic_Model,5,Mpl,RandomRectangle_10_Mpl_2D2C_battery,./examples/multicast/Random_Rectangle_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,TRUE,TRUE,30,1000,3,1,2,3000,3,1,2,,TRUE,40
Generic_Model,5,Flooding,RandomRectangle_10_Flooding_battery,./examples/multicast/Random_Rectangle_10.csv,fixed,1234,20,60,60000,3800,0,11,,,,,,,,,,,,,,,,125,TRUE,40
